GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B3P001,B3P002,B3P003,B3P004,B3P005,B3P006,B3P007,B3P008
"G3700030","1950","North Carolina","370","Alexander","0030","Alexander",6665,11,544,7,6834,11,477,5
"G3700050","1950","North Carolina","370","Alleghany","0050","Alleghany",3930,6,122,0,3947,4,146,0
"G3700070","1950","North Carolina","370","Anson","0070","Anson",6777,16,6233,3,6952,28,6770,2
"G3700090","1950","North Carolina","370","Ashe","0090","Ashe",10882,12,138,2,10685,20,139,0
"G3700110","1950","North Carolina","370","Avery","0110","Avery",6606,12,139,0,6522,8,65,0
"G3700130","1950","North Carolina","370","Beaufort","0130","Beaufort",11390,86,6794,3,11716,76,7068,1
"G3700150","1950","North Carolina","370","Bertie","0150","Bertie",5341,12,7816,0,5262,13,7993,2
"G3700170","1950","North Carolina","370","Bladen","0170","Bladen",8843,35,6107,41,8564,32,6056,25
"G3700190","1950","North Carolina","370","Brunswick","0190","Brunswick",6234,23,3470,1,5928,19,3561,2
"G3700210","1950","North Carolina","370","Buncombe","0210","Buncombe",52117,590,7273,33,55810,609,7955,16
"G3700230","1950","North Carolina","370","Burke","0230","Burke",20478,132,1678,11,21399,107,1705,8
"G3700250","1950","North Carolina","370","Cabarrus","0250","Cabarrus",26483,65,4519,20,27402,74,5216,4
"G3700270","1950","North Carolina","370","Caldwell","0270","Caldwell",20071,26,1464,4,20219,38,1528,2
"G3700290","1950","North Carolina","370","Camden","0290","Camden",1646,4,1044,0,1549,2,978,0
"G3700310","1950","North Carolina","370","Carteret","0310","Carteret",10103,63,1487,4,9926,58,1417,1
"G3700330","1950","North Carolina","370","Caswell","0330","Caswell",5540,7,5122,5,5381,14,4800,1
"G3700350","1950","North Carolina","370","Catawba","0350","Catawba",27695,79,2738,3,28337,85,2856,1
"G3700370","1950","North Carolina","370","Chatham","0370","Chatham",8714,19,4227,5,8490,28,3908,1
"G3700390","1950","North Carolina","370","Cherokee","0390","Cherokee",9042,20,141,18,8885,31,149,8
"G3700410","1950","North Carolina","370","Chowan","0410","Chowan",3571,18,2664,0,3463,20,2801,3
"G3700430","1950","North Carolina","370","Clay","0430","Clay",3042,3,38,1,2890,4,28,0
"G3700450","1950","North Carolina","370","Cleveland","0450","Cleveland",24688,118,6817,7,25380,98,7246,3
"G3700470","1950","North Carolina","370","Columbus","0470","Columbus",16781,72,8235,220,16526,69,8470,248
"G3700490","1950","North Carolina","370","Craven","0490","Craven",18574,133,7711,14,14138,151,8093,9
"G3700510","1950","North Carolina","370","Cumberland","0510","Cumberland",39309,457,13481,266,28797,568,12936,192
"G3700530","1950","North Carolina","370","Currituck","0530","Currituck",2186,6,1015,4,2018,9,962,1
"G3700550","1950","North Carolina","370","Dare","0550","Dare",2490,10,183,0,2511,14,197,0
"G3700570","1950","North Carolina","370","Davidson","0570","Davidson",27624,52,3234,4,28102,71,3156,1
"G3700590","1950","North Carolina","370","Davie","0590","Davie",6612,11,1098,2,6624,20,1052,1
"G3700610","1950","North Carolina","370","Duplin","0610","Duplin",13049,23,7539,2,12789,29,7640,3
"G3700630","1950","North Carolina","370","Durham","0630","Durham",33142,337,15819,29,34025,312,17962,13
"G3700650","1950","North Carolina","370","Edgecombe","0650","Edgecombe",12102,47,12785,8,12611,58,14017,6
"G3700670","1950","North Carolina","370","Forsyth","0670","Forsyth",50140,327,19400,20,53886,340,22002,20
"G3700690","1950","North Carolina","370","Franklin","0690","Franklin",8581,12,7226,3,8439,12,7067,1
"G3700710","1950","North Carolina","370","Gaston","0710","Gaston",47067,164,7038,22,48514,205,7812,14
"G3700730","1950","North Carolina","370","Gates","0730","Gates",2313,7,2551,0,2207,5,2470,2
"G3700750","1950","North Carolina","370","Graham","0750","Graham",3380,10,6,112,3265,10,4,99
"G3700770","1950","North Carolina","370","Granville","0770","Granville",8267,37,7444,5,8592,50,7397,1
"G3700790","1950","North Carolina","370","Greene","0790","Greene",4880,6,4237,1,4742,6,4149,3
"G3700810","1950","North Carolina","370","Guilford","0810","Guilford",72992,610,17686,32,79540,596,19578,23
"G3700830","1950","North Carolina","370","Halifax","0830","Halifax",12345,58,16242,23,12877,69,16746,17
"G3700850","1950","North Carolina","370","Harnett","0850","Harnett",17595,43,6024,194,17418,51,6072,208
"G3700870","1950","North Carolina","370","Haywood","0870","Haywood",18251,116,452,3,18327,107,374,1
"G3700890","1950","North Carolina","370","Henderson","0890","Henderson",13973,134,1000,3,14600,144,1066,1
"G3700910","1950","North Carolina","370","Hertford","0910","Hertford",4304,13,6399,1,4265,9,6461,1
"G3700930","1950","North Carolina","370","Hoke","0930","Hoke",3112,16,4302,378,3063,23,4476,386
"G3700950","1950","North Carolina","370","Hyde","0950","Hyde",1885,2,1326,0,1853,5,1408,0
"G3700970","1950","North Carolina","370","Iredell","0970","Iredell",22653,57,4768,3,23538,57,5222,5
"G3700990","1950","North Carolina","370","Jackson","0990","Jackson",9028,22,206,551,8724,22,205,503
"G3701010","1950","North Carolina","370","Johnston","1010","Johnston",25846,36,6970,5,25661,43,7343,2
"G3701030","1950","North Carolina","370","Jones","1030","Jones",3031,8,2465,0,2958,14,2527,1
"G3701050","1950","North Carolina","370","Lee","1050","Lee",8782,37,3029,0,8553,28,3090,3
"G3701070","1950","North Carolina","370","Lenoir","1070","Lenoir",12507,135,9596,3,13353,136,10221,2
"G3701090","1950","North Carolina","370","Lincoln","1090","Lincoln",11931,24,1736,2,12003,20,1743,0
"G3701110","1950","North Carolina","370","McDowell","1110","Mcdowell",12025,29,691,1,12188,37,747,2
"G3701130","1950","North Carolina","370","Macon","1130","Macon",7930,18,181,5,7845,20,173,2
"G3701150","1950","North Carolina","370","Madison","1150","Madison",10379,17,83,5,9916,17,105,0
"G3701170","1950","North Carolina","370","Martin","1170","Martin",7004,13,6874,0,6823,18,7203,3
"G3701190","1950","North Carolina","370","Mecklenburg","1190","Mecklenburg",70093,863,23769,33,75340,783,26154,17
"G3701210","1950","North Carolina","370","Mitchell","1210","Mitchell",7536,6,26,0,7543,9,23,0
"G3701230","1950","North Carolina","370","Montgomery","1230","Montgomery",6725,16,2045,3,6546,15,1909,1
"G3701250","1950","North Carolina","370","Moore","1250","Moore",11908,105,4293,11,12075,141,4586,10
"G3701270","1950","North Carolina","370","Nash","1270","Nash",17097,48,12477,15,17286,58,12928,10
"G3701290","1950","North Carolina","370","New Hanover","1290","New Hanover",20431,423,9163,21,22251,325,10641,17
"G3701310","1950","North Carolina","370","Northampton","1310","Northampton",5052,10,9025,30,5109,11,9164,31
"G3701330","1950","North Carolina","370","Onslow","1330","Onslow",22349,143,3476,39,12724,149,3144,23
"G3701350","1950","North Carolina","370","Orange","1350","Orange",14581,146,4348,30,10929,123,4249,29
"G3701370","1950","North Carolina","370","Pamlico","1370","Pamlico",3333,8,1699,4,3187,9,1751,2
"G3701390","1950","North Carolina","370","Pasquotank","1390","Pasquotank",7476,45,4413,20,7488,40,4840,25
"G3701410","1950","North Carolina","370","Pender","1410","Pender",4752,56,4396,2,4661,54,4501,1
"G3701430","1950","North Carolina","370","Perquimans","1430","Perquimans",2521,8,2251,1,2478,7,2335,1
"G3701450","1950","North Carolina","370","Person","1450","Person",7776,17,4381,89,7730,13,4276,79
"G3701470","1950","North Carolina","370","Pitt","1470","Pitt",17060,61,14186,11,17075,77,15317,2
"G3701490","1950","North Carolina","370","Polk","1490","Polk",4953,39,721,2,5079,47,783,3
"G3701510","1950","North Carolina","370","Randolph","1510","Randolph",23008,53,2162,6,23382,55,2133,5
"G3701530","1950","North Carolina","370","Richmond","1530","Richmond",13520,36,5876,1,13925,37,6196,6
"G3701550","1950","North Carolina","370","Robeson","1550","Robeson",18411,70,13484,11367,18949,60,14242,11186
"G3701570","1950","North Carolina","370","Rockingham","1570","Rockingham",25476,87,6208,18,26172,70,6777,8
"G3701590","1950","North Carolina","370","Rowan","1590","Rowan",30676,110,6242,11,31631,121,6604,15
"G3701610","1950","North Carolina","370","Rutherford","1610","Rutherford",20186,36,2753,3,20402,51,2925,0
"G3701630","1950","North Carolina","370","Sampson","1630","Sampson",15905,33,8631,390,15490,40,8895,396
"G3701650","1950","North Carolina","370","Scotland","1650","Scotland",6683,19,5636,538,7007,28,5888,537
"G3701670","1950","North Carolina","370","Stanly","1670","Stanly",16341,47,2080,4,16470,39,2147,2
"G3701690","1950","North Carolina","370","Stokes","1690","Stokes",9948,6,1023,5,9621,13,901,3
"G3701710","1950","North Carolina","370","Surry","1710","Surry",21209,47,1322,3,21674,55,1283,0
"G3701730","1950","North Carolina","370","Swain","1730","Swain",4120,7,59,708,4238,5,80,704
"G3701750","1950","North Carolina","370","Transylvania","1750","Transylvania",7203,35,370,3,7164,40,376,3
"G3701770","1950","North Carolina","370","Tyrrell","1770","Tyrrell",1476,2,1067,0,1478,3,1022,0
"G3701790","1950","North Carolina","370","Union","1790","Union",16285,55,4626,9,16169,45,4843,2
"G3701810","1950","North Carolina","370","Vance","1810","Vance",8494,33,7226,6,8925,36,7376,5
"G3701830","1950","North Carolina","370","Wake","1830","Wake",47957,461,19412,62,47596,395,20537,30
"G3701850","1950","North Carolina","370","Warren","1850","Warren",3907,19,7407,403,3953,22,7410,418
"G3701870","1950","North Carolina","370","Washington","1870","Washington",3734,20,2882,0,3657,16,2870,1
"G3701890","1950","North Carolina","370","Watauga","1890","Watauga",9037,19,105,1,9039,19,121,1
"G3701910","1950","North Carolina","370","Wayne","1910","Wayne",18251,86,13152,23,18728,77,13938,12
"G3701930","1950","North Carolina","370","Wilkes","1930","Wilkes",21332,29,1410,14,21124,36,1297,1
"G3701950","1950","North Carolina","370","Wilson","1950","Wilson",15997,104,10687,6,16275,86,11349,2
"G3701970","1950","North Carolina","370","Yadkin","1970","Yadkin",10554,7,560,0,10461,13,537,1
"G3701990","1950","North Carolina","370","Yancey","1990","Yancey",8161,17,95,3,7935,8,87,0
"G3800010","1950","North Dakota","380","Adams","0010","Adams",2443,190,0,1,2157,119,0,0
"G3800030","1950","North Dakota","380","Barnes","0030","Barnes",8106,710,1,1,7514,548,4,0
"G3800050","1950","North Dakota","380","Benson","0050","Benson",4535,496,5,642,4015,359,6,617
"G3800070","1950","North Dakota","380","Billings","0070","Billings",913,100,0,0,692,71,1,0
"G3800090","1950","North Dakota","380","Bottineau","0090","Bottineau",5818,582,1,27,5233,455,4,20
"G3800110","1950","North Dakota","380","Bowman","0110","Bowman",1982,161,1,0,1741,115,1,0
"G3800130","1950","North Dakota","380","Burke","0130","Burke",3189,366,1,4,2804,249,0,8
"G3800150","1950","North Dakota","380","Burleigh","0150","Burleigh",11623,976,11,94,12079,810,8,72
"G3800170","1950","North Dakota","380","Cass","0170","Cass",27555,2011,16,39,27547,1669,9,31
"G3800190","1950","North Dakota","380","Cavalier","0190","Cavalier",5758,562,1,7,4976,532,1,3
"G3800210","1950","North Dakota","380","Dickey","0210","Dickey",4464,383,1,1,3974,298,0,0
"G3800230","1950","North Dakota","380","Divide","0230","Divide",2793,468,0,1,2409,296,0,0
"G3800250","1950","North Dakota","380","Dunn","0250","Dunn",3195,392,3,207,2945,268,3,199
"G3800270","1950","North Dakota","380","Eddy","0270","Eddy",2547,268,1,37,2288,201,0,30
"G3800290","1950","North Dakota","380","Emmons","0290","Emmons",4614,428,0,4,4283,385,0,1
"G3800310","1950","North Dakota","380","Foster","0310","Foster",2594,232,1,6,2342,160,0,2
"G3800330","1950","North Dakota","380","Golden Valley","0330","Golden Valley",1737,96,0,1,1597,68,0,0
"G3800350","1950","North Dakota","380","Grand Forks","0350","Grand Forks",18904,1357,3,64,17867,1187,7,54
"G3800370","1950","North Dakota","380","Grant","0370","Grant",3460,351,0,1,3012,290,0,0
"G3800390","1950","North Dakota","380","Griggs","0390","Griggs",2655,288,1,0,2288,226,1,1
"G3800410","1950","North Dakota","380","Hettinger","0410","Hettinger",3336,345,0,0,3122,296,0,1
"G3800430","1950","North Dakota","380","Kidder","0430","Kidder",2993,304,1,0,2651,219,0,0
"G3800450","1950","North Dakota","380","La Moure","0450","La Moure",4588,418,1,1,4149,339,2,0
"G3800470","1950","North Dakota","380","Logan","0470","Logan",2975,335,0,2,2730,314,1,0
"G3800490","1950","North Dakota","380","McHenry","0490","Mchenry",6003,662,4,1,5332,551,3,0
"G3800510","1950","North Dakota","380","McIntosh","0510","Mcintosh",3476,383,0,2,3390,339,0,0
"G3800530","1950","North Dakota","380","McKenzie","0530","Mckenzie",3299,395,0,11,2871,265,0,8
"G3800550","1950","North Dakota","380","McLean","0550","Mclean",8580,802,7,657,7511,616,2,649
"G3800570","1950","North Dakota","380","Mercer","0570","Mercer",3935,476,2,82,3677,427,1,86
"G3800590","1950","North Dakota","380","Morton","0590","Morton",8866,1055,3,39,8329,977,1,25
"G3800610","1950","North Dakota","380","Mountrail","0610","Mountrail",4516,522,4,49,3914,364,2,47
"G3800630","1950","North Dakota","380","Nelson","0630","Nelson",3994,425,1,2,3352,314,0,2
"G3800650","1950","North Dakota","380","Oliver","0650","Oliver",1536,125,0,0,1338,91,1,0
"G3800670","1950","North Dakota","380","Pembina","0670","Pembina",6649,680,1,7,5967,673,5,8
"G3800690","1950","North Dakota","380","Pierce","0690","Pierce",3920,371,0,2,3689,342,1,1
"G3800710","1950","North Dakota","380","Ramsey","0710","Ramsey",6688,697,4,94,6276,519,2,93
"G3800730","1950","North Dakota","380","Ransom","0730","Ransom",4355,356,0,0,3894,271,0,0
"G3800750","1950","North Dakota","380","Renville","0750","Renville",2619,192,1,13,2400,174,0,6
"G3800770","1950","North Dakota","380","Richland","0770","Richland",9715,549,3,221,8684,523,1,169
"G3800790","1950","North Dakota","380","Rolette","0790","Rolette",3207,271,9,2306,2979,202,16,2112
"G3800810","1950","North Dakota","380","Sargent","0810","Sargent",3834,246,1,15,3326,171,1,22
"G3800830","1950","North Dakota","380","Sheridan","0830","Sheridan",2412,303,1,0,2287,250,0,0
"G3800850","1950","North Dakota","380","Sioux","0850","Sioux",1070,86,6,754,921,69,4,786
"G3800870","1950","North Dakota","380","Slope","0870","Slope",1196,76,0,0,994,49,0,0
"G3800890","1950","North Dakota","380","Stark","0890","Stark",7103,953,1,5,7139,930,2,4
"G3800910","1950","North Dakota","380","Steele","0910","Steele",2598,245,0,0,2157,145,0,0
"G3800930","1950","North Dakota","380","Stutsman","0930","Stutsman",11301,1161,6,16,10708,955,4,7
"G3800950","1950","North Dakota","380","Towner","0950","Towner",3060,286,1,3,2774,234,1,1
"G3800970","1950","North Dakota","380","Traill","0970","Traill",5525,455,1,1,5032,344,0,1
"G3800990","1950","North Dakota","380","Walsh","0990","Walsh",9169,645,1,27,8361,631,1,24
"G3801010","1950","North Dakota","380","Ward","1010","Ward",16008,1422,26,94,15948,1180,25,79
"G3801030","1950","North Dakota","380","Wells","1030","Wells",4974,525,0,1,4476,441,0,0
"G3801050","1950","North Dakota","380","Williams","1050","Williams",7681,904,3,114,7009,624,1,106
"G3900010","1950","Ohio","390","Adams","0010","Adams",10302,23,48,1,10068,18,39,0
"G3900030","1950","Ohio","390","Allen","0030","Allen",40645,793,2336,7,41650,692,2055,5
"G3900050","1950","Ohio","390","Ashland","0050","Ashland",16037,224,35,13,16517,184,26,4
"G3900070","1950","Ohio","390","Ashtabula","0070","Ashtabula",35940,3292,425,12,35666,3010,346,4
"G3900090","1950","Ohio","390","Athens","0090","Athens",22326,393,517,17,21725,393,463,5
"G3900110","1950","Ohio","390","Auglaize","0110","Auglaize",15244,102,18,2,15145,114,10,2
"G3900130","1950","Ohio","390","Belmont","0130","Belmont",38765,3732,1033,5,40044,3126,1035,0
"G3900150","1950","Ohio","390","Brown","0150","Brown",10873,68,288,0,10661,61,268,2
"G3900170","1950","Ohio","390","Butler","0170","Butler",67924,1312,3629,60,69082,1305,3846,45
"G3900190","1950","Ohio","390","Carroll","0190","Carroll",9183,260,190,4,8995,225,181,1
"G3900210","1950","Ohio","390","Champaign","0210","Champaign",12841,93,493,19,12718,92,528,9
"G3900230","1950","Ohio","390","Clark","0230","Clark",48724,914,4813,28,51077,889,5191,25
"G3900250","1950","Ohio","390","Clermont","0250","Clermont",20648,345,382,8,20121,296,376,6
"G3900270","1950","Ohio","390","Clinton","0270","Clinton",12333,85,325,4,12437,76,308,4
"G3900290","1950","Ohio","390","Columbiana","0290","Columbiana",46037,1953,692,29,47789,1748,658,14
"G3900310","1950","Ohio","390","Coshocton","0310","Coshocton",15106,167,135,8,15394,159,171,1
"G3900330","1950","Ohio","390","Crawford","0330","Crawford",18573,382,132,6,19217,313,113,2
"G3900350","1950","Ohio","390","Cuyahoga","0350","Cuyahoga",510070,93829,72985,1135,541521,90962,78202,828
"G3900370","1950","Ohio","390","Darke","0370","Darke",20561,124,109,2,20762,139,100,2
"G3900390","1950","Ohio","390","Defiance","0390","Defiance",12827,208,7,3,12683,191,5,1
"G3900410","1950","Ohio","390","Delaware","0410","Delaware",14454,171,293,11,14783,152,411,3
"G3900430","1950","Ohio","390","Erie","0430","Erie",24051,1218,1191,16,23997,1052,1030,10
"G3900450","1950","Ohio","390","Fairfield","0450","Fairfield",25670,206,292,9,25641,217,95,0
"G3900470","1950","Ohio","390","Fayette","0470","Fayette",10823,46,402,4,10836,46,394,3
"G3900490","1950","Ohio","390","Franklin","0490","Franklin",214833,7241,25789,391,222627,6509,25847,173
"G3900510","1950","Ohio","390","Fulton","0510","Fulton",12365,309,12,21,12589,263,11,10
"G3900530","1950","Ohio","390","Gallia","0530","Gallia",11801,103,645,2,11656,98,602,3
"G3900550","1950","Ohio","390","Geauga","0550","Geauga",12068,1063,388,11,11749,948,415,4
"G3900570","1950","Ohio","390","Greene","0570","Greene",27067,465,2761,30,25586,525,2439,19
"G3900590","1950","Ohio","390","Guernsey","0590","Guernsey",17722,957,317,15,18265,865,305,6
"G3900610","1950","Ohio","390","Hamilton","0610","Hamilton",289964,13045,42624,328,317250,13043,47459,239
"G3900630","1950","Ohio","390","Hancock","0630","Hancock",21117,237,123,3,22436,255,106,3
"G3900650","1950","Ohio","390","Hardin","0650","Hardin",14261,85,104,16,13978,106,108,15
"G3900670","1950","Ohio","390","Harrison","0670","Harrison",8924,285,260,1,9102,206,276,0
"G3900690","1950","Ohio","390","Henry","0690","Henry",11154,245,4,2,10784,232,2,0
"G3900710","1950","Ohio","390","Highland","0710","Highland",13519,47,384,6,13787,60,382,3
"G3900730","1950","Ohio","390","Hocking","0730","Hocking",9767,56,53,6,9550,44,42,2
"G3900750","1950","Ohio","390","Holmes","0750","Holmes",9391,76,2,1,9232,57,1,0
